90;Cheyenne;;;America;Temperate;mountain;;100;50;;0;0;3;3;60;0;0;0;3660;1252;3680;1219;3680;1219;3680;1219;0;3578;1140;5;3596;1129;3;3570;1159;2;3610;1133;3;3614;1204;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
91;Salt Lake City;;;America;Subtropical;mountain;;100;40;;0;0;7;3;0;0;60;0;3397;1394;3397;1394;3397;1394;3397;1394;0;3317;1340;3;3349;1329;3;3345;1343;2;3332;1348;5;3358;1348;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
92;Los Angeles;;;America;Mediterranean;clear;;100;80;;2;83;30;10;200;0;0;0;2811;1699;2838;1668;2772;1712;2765;1607;8;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;2824;1518;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
93;Sacramento River;;;;;river;;;0;;0;0;0;0;0;0;0;0;2801;1332;2801;1332;2801;1332;2801;1332;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;2833;1372;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
94;Las Vegas;;;America;Subtropical;desert;;100;50;;0;0;3;5;0;0;0;0;3124;1407;3124;1407;3124;1407;3124;1407;0;3040;1292;5;3081;1311;2;3035;1328;2;3070;1331;1;3084;1284;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
95;Anchor Bay;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;2660;1253;2633;1270;2660;1253;2660;1253;10;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;2662;1167;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
96;Columbia River;;;;;river;;;0;;0;0;0;0;0;0;0;0;2961;849;2961;849;2961;849;2961;849;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;2887;842;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
97;Portland;;;America;Mediterranean;forest;;100;80;;2;98;6;5;0;0;0;0;2860;846;2872;1031;2835;831;2827;881;9;2888;901;2;2987;882;0;2905;1083;1;-100;-100;0;2924;946;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
98;Willapa Bay;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;2755;906;2755;906;2755;906;2755;906;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;2745;901;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
99;Prince Rupert;;;America;Arctic;forest;;100;40;;0;0;2;10;0;0;10;0;2943;558;3142;454;2842;550;3037;361;0;2919;281;3;3185;544;2;3224;375;4;3183;422;3;3139;351;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
100;Victoria (CAN);;;America;Subarctic;hills;;100;80;;3;101;3;5;0;0;0;0;2913;689;2799;634;2867;697;2837;674;15;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;2856;636;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
101;Puget Sound;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;2806;635;2740;692;2806;635;2806;635;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;2711;587;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
102;Hecate Bay;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;2732;321;2732;321;2732;321;2732;321;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;2724;396;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
103;Yakutat Bay;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;2644;128;2602;138;2644;128;2644;128;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;2630;113;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
104;Idaho Falls;;;America;Temperate;mountain;;100;40;;0;0;3;3;0;0;0;0;3308;1045;3296;1016;3329;969;3329;969;0;3258;940;6;3272;926;3;3263;959;5;-100;-100;0;3282;1077;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
105;Great Falls;;;America;Temperate;mountain;;100;50;;0;0;3;3;0;0;0;0;3788;833;3637;928;3637;928;3637;928;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;3543;974;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
106;Seattle;;;America;Subarctic;forest;;100;80;;1;98;10;5;0;0;0;0;2981;772;2912;803;2865;759;2860;787;9;3021;686;7;3056;677;3;3015;743;2;-100;-100;0;2986;800;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
107;Calgary;;;America;Subarctic;clear;;100;80;;0;0;5;5;6;0;80;0;3605;403;3605;403;3605;403;3605;403;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;3706;333;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
108;Regina;;;America;Subarctic;clear;;100;80;;0;0;5;3;14;0;40;0;4047;446;4047;446;4047;446;4047;446;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;4039;394;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
109;Lake Winnipeg;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;4401;579;4438;571;4401;579;4401;579;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;4443;540;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
110;Cedar Lake;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;4318;518;4318;518;4318;518;4318;518;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;4344;498;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
111;Lake Winnipegosis;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;4348;737;4348;737;4348;737;4348;737;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;4354;772;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
112;Minneapolis;;;America;Temperate;forest;;100;80;;0;0;12;15;0;80;0;0;4481;1116;4481;1116;4481;1116;4481;1116;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;4429;1084;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
113;Bismarck;;;America;Subarctic;clear;;100;60;;0;0;3;3;0;0;22;0;4171;1079;4144;999;4144;999;4144;999;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;4197;990;4042;1024;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
114;Rapid City;;;America;Temperate;clear;;100;60;;0;0;3;1;0;0;0;0;4102;1219;4105;1191;4105;1191;4105;1191;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;4072;1160;4260;1210;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
115;Lake Michigan;;;America;Temperate;ocean;;;0;;0;0;0;0;0;0;0;0;4822;1286;4822;1286;4822;1286;4822;1286;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;4841;1191;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
116;Detroit;;;America;Temperate;clear;;100;80;;0;0;25;15;0;40;0;0;4935;1421;4892;1318;4892;1318;4892;1318;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;4874;1345;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
117;Milwaukee;;;America;Temperate;forest;;100;80;;0;0;15;0;10;0;0;0;4720;1344;4654;1212;4654;1212;4654;1212;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;4680;1242;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
118;Niagara Falls;;;;;river;;;0;;0;0;0;0;0;0;0;0;5181;1393;5181;1393;5181;1393;5181;1393;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5170;1393;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
119;St. Clair River;;;;;river;;;0;;0;0;0;0;0;0;0;0;4998;1394;4998;1394;4998;1394;4998;1394;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;4986;1410;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
120;Lake Erie;;;America;Temperate;ocean;;;0;;0;0;0;0;0;0;0;0;5054;1441;5054;1441;5054;1441;5054;1441;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5043;1437;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
121;Cleveland;;;America;Temperate;clear;;100;80;;0;0;35;15;20;80;125;0;4954;1551;4954;1551;4954;1551;4954;1551;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;4939;1545;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
122;Pittsburgh;;;America;Temperate;hills;;100;80;;0;0;22;15;10;140;240;0;5266;1587;5274;1532;5229;1538;5229;1538;0;5117;1512;3;5135;1535;2;5161;1503;5;-100;-100;0;5241;1524;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
123;Hudson River;;;America;;river;;;;;0;0;0;0;0;0;0;0;5438;1512;5438;1512;5438;1512;5438;1512;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5415;1505;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
124;New York;;;America;Temperate;clear;;100;90;;2;174;40;15;0;0;0;0;5426;1572;5397;1541;5485;1589;5509;1578;15;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5417;1550;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
125;Boston;;;America;Temperate;clear;;100;90;;2;173;30;15;0;0;0;0;5581;1532;5550;1515;5658;1549;5668;1526;13;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5495;1478;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
126;Lake Huron;;;America;Temperate;ocean;;;0;;0;0;0;0;0;0;0;0;5045;1228;5045;1228;5045;1228;5045;1228;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5040;1183;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
127;Lake Ontario;;;America;Temperate;ocean;;;0;;0;0;0;0;0;0;0;0;5261;1342;5261;1342;5261;1342;5261;1342;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5256;1348;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
128;Ottawa;;;America;Temperate;clear;;100;80;;0;0;7;10;0;0;0;0;5315;1286;5268;1279;5243;1305;5243;1305;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5242;1235;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
129;Buffalo;;;America;Temperate;forest;;100;80;;0;0;18;15;0;10;0;0;5335;1363;5352;1414;5366;1372;5366;1372;0;5528;1330;4;5507;1339;1;5519;1338;1;5517;1341;2;5370;1369;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
130;Straits of Macinac;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;4924;1172;4924;1172;4924;1172;4924;1172;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;4924;1172;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
131;White Fish Bay;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;4984;1106;4984;1106;4984;1106;4984;1106;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;4967;1106;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
132;Lake Nipigon;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;4816;900;4812;896;4816;900;4816;900;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;4820;904;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
133;Lake Nipigon;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;4804;847;4804;847;4804;847;4804;847;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;4802;844;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
134;Lake Superior;;;America;Temperate;ocean;;;0;;0;0;0;0;0;0;0;0;4769;1018;4845;1003;4769;1018;4769;1018;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;4853;985;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
135;Marquette;;;America;Subarctic;forest;;100;60;;0;0;3;3;0;40;0;0;4870;1129;4836;1108;4836;1108;4836;1108;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;4762;1089;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
136;Winnipeg;;;America;Subarctic;clear;;100;60;;0;0;6;5;10;0;0;0;4624;279;4600;266;4579;479;4579;479;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;4618;319;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
137;Sudbury;;;America;Subarctic;forest;;100;40;;0;138;4;1;10;80;0;0;4938;777;4926;763;4864;941;4910;729;0;4844;689;4;4877;669;3;4862;689;4;4853;697;6;5033;593;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
138;James Bay;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;5355;578;5355;578;5355;578;5355;578;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5339;510;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
139;Button Bay;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;4901;118;4901;118;4901;118;4901;118;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;4912;140;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
140;East Hudson Bay;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;5096;102;5096;102;5096;102;5096;102;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5083;64;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
141;Cape Tatnam;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;5066;267;5066;267;5066;267;5066;267;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5077;252;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
142;Sea of Henrietta Maria;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;5250;386;5250;386;5250;386;5250;386;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5252;374;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
143;South Hudson Bay;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;5531;201;5456;153;5531;201;5531;201;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5320;237;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
144;Sanikiluaq Sea;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;5520;354;5520;354;5520;354;5520;354;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5546;343;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
145;Evans Strait;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;5660;197;5660;197;5660;197;5660;197;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5639;230;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
146;St. Lawrence River;;;;;river;;;0;;0;0;0;0;0;0;0;0;5438;1218;5438;1218;5438;1218;5438;1218;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5510;1255;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
147;St. Croix River;;;;;river;;;0;;0;0;0;0;0;0;0;0;5820;1260;5820;1260;5820;1260;5820;1260;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5828;1284;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
148;Gasp�;;;America;Subarctic;clear;;100;60;;0;0;2;5;0;0;0;0;5682;1193;5686;1188;5886;1038;5787;1144;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5637;1206;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
149;Montreal;;;America;Subarctic;forest;;100;80;;0;0;15;5;0;0;0;0;5527;1216;5522;1178;5558;1089;5558;1089;0;5341;1136;4;5375;1117;2;5365;1135;5;-100;-100;0;5516;1146;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
150;Concord;;;America;Subarctic;forest;;100;80;;2;151;12;5;0;0;0;0;5735;1338;5705;1340;5792;1353;5731;1354;15;5638;1365;3;5662;1328;1;5640;1324;3;5650;1336;6;5699;1307;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
151;Gulf of Maine;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;5927;1393;5972;1436;5927;1393;5927;1393;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5864;1390;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
152;St. John River;;;;;river;;;0;;0;0;0;0;0;0;0;0;5907;1263;5907;1263;5907;1263;5907;1263;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5890;1297;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
153;Halifax;;;America;Subarctic;hills;;100;80;;2;151;3;5;0;0;10;0;5948;1174;5919;1169;5912;1388;6010;1215;13;5994;1267;1;5974;1246;5;5966;1221;5;5880;1256;3;5902;1176;6140;1244;6216;1244;6235;1283;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
154;Quebec;;;America;Subarctic;hills;;100;60;;0;159;3;0;0;0;0;0;5727;1058;5542;1026;5805;1062;6149;999;0;6185;1016;1;5343;963;5;5337;991;1;-100;-100;0;5517;1021;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
155;Sacramento;;;America;Subarctic;hills;;100;80;;0;0;10;2;0;0;0;0;2910;1369;2914;1401;6074;1201;2901;1434;0;6086;1231;6;2918;1531;1;2937;1516;4;-100;-100;0;2904;1437;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
156;San Bernandino;;;America;Subarctic;hills;;100;80;;0;0;12;0;10;0;0;0;3080;1756;3027;1668;6257;1304;6223;1255;0;6244;1283;6;6229;1228;3;3079;1732;4;-100;-100;0;2994;1590;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
157;Gulf of St Lawrence;;;;Arctic;ocean;;;0;;0;0;0;0;0;0;0;0;6210;1327;6210;1327;6210;1327;6210;1327;13;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;6218;1349;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
158;San Fransisco;;;America;Mediterranean;hills;;;80;;2;95;20;0;0;0;0;0;2731;1383;2764;1333;2703;1374;2723;1402;8;2803;1350;1;-100;-100;0;-100;-100;0;-100;-100;0;2777;1333;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
159;D�troit d'Honguedo;;;;Arctic;ocean;;;0;;0;0;0;0;0;0;0;0;5989;1031;5998;980;5989;1031;5989;1031;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;6046;989;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
160;Fort George;;;America;Arctic;forest;;100;20;;0;166;1;0;0;70;0;0;5950;589;5668;714;6071;381;5950;589;0;6327;735;4;6079;560;2;6060;560;1;6074;586;7;5778;576;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
161;Havre-Saint-Pierre;;;America;Arctic;forest;;100;40;;0;167;1;0;0;30;0;0;6072;907;6072;907;6041;949;6072;907;0;5926;848;6;5975;819;3;5958;844;2;5909;872;1;6111;866;6135;992;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
162;Hudson Strait;;;;Arctic;ocean;;;0;;0;0;0;0;0;0;0;0;5931;147;5931;147;5931;147;5931;147;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5933;132;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
163;Ungava Bay;;;;Arctic;ocean;;;0;;0;0;0;0;0;0;0;0;6162;249;6162;249;6162;249;6162;249;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;6153;268;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
164;Saglek Bay;;;;Arctic;ocean;;;0;;0;0;0;0;0;0;0;0;6343;250;6349;206;6343;250;6343;250;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;6365;211;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
165;Groswater Bay;;;;Arctic;ocean;;;0;;0;0;0;0;0;0;0;0;6443;466;6443;466;6443;466;6443;466;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;6440;495;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
166;Strait of Belle Isle;;;;Arctic;ocean;;;0;;0;0;0;0;0;0;0;0;6605;789;6635;790;6605;789;6605;789;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;6628;798;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
167;D�troit de Jacques Carti�r;;;;Arctic;ocean;;;0;;0;0;0;0;0;0;0;0;6369;1013;6319;1012;6369;1013;6369;1013;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;6369;987;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
168;St. John's;;;America;Arctic;hills;;10;60;;1;170;1;0;0;0;0;0;6493;1083;6459;1116;6469;1211;6456;1145;7;6472;1062;1;6444;1035;4;6431;1061;5;-100;-100;0;6528;1104;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
169;West Cabor Strait;;;;Arctic;ocean;;;0;;0;0;0;0;0;0;0;0;6702;1183;6731;1170;6702;1183;6702;1183;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;6748;1156;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
170;Cabor Strait;;;;Arctic;ocean;;;0;;0;0;0;0;0;0;0;0;6490;1262;6400;1187;6490;1262;6490;1262;12;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;6507;1254;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
171;North East Hatteras Plains;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;6619;1470;6619;1470;6619;1470;6619;1470;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;6476;1454;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
172;North West Hatteras Plains;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;6017;1626;6017;1626;6017;1626;6017;1626;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5953;1598;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
173;Penobscot bay;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;5701;1514;5701;1514;5701;1514;5701;1514;15;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5722;1460;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
174;Nantucket Sound;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;5531;1617;5531;1617;5531;1617;5531;1617;11;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5515;1614;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
175;Delaware Bay;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;5431;1741;5431;1741;5431;1741;5431;1741;5;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5442;1740;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
176;Potomac River;;;America;;river;;;0;;0;0;0;0;0;0;0;0;5275;1659;5298;1660;5275;1659;5275;1659;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5307;1683;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
177;Philadelphia;;;America;Temperate;clear;;100;80;;3;174;30;15;0;0;0;0;5393;1606;5405;1626;5428;1645;5393;1727;6;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5360;1688;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
178;Washington D.C.;;;America;Temperate;clear;;100;80;;0;0;20;10;0;0;45;0;5310;1658;5302;1643;5292;1644;5292;1644;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5316;1629;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
179;James River;;;America;;river;;;0;;0;0;0;0;0;0;0;0;5279;1770;5279;1770;5279;1770;5279;1770;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5282;1757;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
180;Roanoke River;;;America;;river;;;0;;0;0;0;0;0;0;0;0;5286;1831;5286;1831;5286;1831;5286;1831;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5289;1840;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
181;Norfolk;;;America;Temperate;clear;;100;80;;1;175;16;15;0;40;165;0;5315;1747;5264;1720;5359;1790;5349;1808;5;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;5207;1705;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
